Municipality   ,Population     ,Males     ,Females   ,0-4       ,5-9       ,10-14     ,15-19     ,20-24     ,25-29     ,30-34     ,35-39     ,40-44     ,45-49     ,50-54     ,55-59     ,60-64     ,65-69     ,70-74     ,75-79     ,80+       
15798          ,4052           ,2087      ,1965      ,263       ,289       ,312       ,326       ,273       ,240       ,172       ,174       ,238       ,298       ,269       ,245       ,237       ,191       ,187       ,153       ,185       
15804          ,9136           ,4719      ,4417      ,771       ,792       ,806       ,761       ,669       ,590       ,468       ,473       ,548       ,556       ,534       ,450       ,406       ,383       ,311       ,287       ,331       
15806          ,14196          ,7126      ,7070      ,1195      ,1281      ,1382      ,1264      ,1118      ,924       ,876       ,862       ,858       ,1041      ,848       ,631       ,541       ,441       ,304       ,283       ,347       
15808          ,3039           ,1604      ,1435      ,269       ,272       ,288       ,257       ,227       ,198       ,173       ,152       ,183       ,203       ,171       ,125       ,91        ,112       ,110       ,83        ,125       
15810          ,3160           ,1670      ,1490      ,246       ,262       ,263       ,257       ,249       ,217       ,193       ,190       ,184       ,193       ,177       ,162       ,155       ,147       ,99        ,77        ,89        
15814          ,10106          ,5227      ,4879      ,927       ,999       ,1030      ,897       ,777       ,662       ,572       ,535       ,609       ,573       ,532       ,486       ,444       ,335       ,258       ,211       ,259       
15816          ,4931           ,2651      ,2280      ,501       ,495       ,497       ,429       ,374       ,327       ,253       ,266       ,274       ,298       ,292       ,247       ,185       ,158       ,142       ,90        ,103       
15820          ,3694           ,1831      ,1863      ,318       ,331       ,344       ,337       ,263       ,253       ,234       ,241       ,241       ,213       ,199       ,187       ,142       ,116       ,87        ,92        ,96        
15822          ,5348           ,2859      ,2489      ,437       ,450       ,444       ,496       ,439       ,370       ,331       ,295       ,275       ,242       ,227       ,219       ,241       ,236       ,218       ,211       ,217       
15832          ,1861           ,1004      ,857       ,170       ,170       ,176       ,157       ,148       ,114       ,98        ,101       ,113       ,123       ,106       ,91        ,75        ,65        ,57        ,51        ,46        
15835          ,6050           ,3087      ,2963      ,495       ,537       ,580       ,516       ,432       ,353       ,280       ,294       ,309       ,362       ,328       ,327       ,277       ,278       ,249       ,201       ,232       
15837          ,9734           ,4961      ,4773      ,881       ,909       ,913       ,811       ,743       ,662       ,571       ,546       ,551       ,604       ,529       ,436       ,392       ,389       ,278       ,249       ,270       
15839          ,1854           ,889       ,965       ,122       ,129       ,131       ,115       ,119       ,114       ,106       ,95        ,113       ,139       ,122       ,115       ,120       ,89        ,65        ,66        ,94        
15842          ,10322          ,5436      ,4886      ,1106      ,1157      ,1178      ,932       ,751       ,624       ,477       ,432       ,566       ,583       ,500       ,417       ,374       ,364       ,295       ,258       ,308       
15861          ,15532          ,7770      ,7762      ,1511      ,1549      ,1604      ,1507      ,1213      ,975       ,963       ,909       ,1030      ,981       ,740       ,617       ,546       ,453       ,354       ,284       ,296       
15879          ,3201           ,1708      ,1493      ,300       ,299       ,297       ,299       ,242       ,198       ,144       ,161       ,187       ,168       ,162       ,151       ,156       ,137       ,116       ,82        ,102       
15897          ,4489           ,2321      ,2168      ,403       ,410       ,401       ,348       ,352       ,287       ,214       ,210       ,215       ,258       ,276       ,250       ,227       ,191       ,168       ,128       ,151       
17001          ,397466         ,189446    ,208020    ,25230     ,26504     ,28045     ,30019     ,32119     ,37397     ,31668     ,25531     ,22556     ,25396     ,26577     ,24553     ,20611     ,15179     ,10414     ,7480      ,8187      
17013          ,21865          ,10689     ,11176     ,1891      ,1905      ,1912      ,1810      ,1779      ,1812      ,1239      ,1121      ,1134      ,1329      ,1273      ,1189      ,1081      ,807       ,618       ,455       ,510       
17042          ,33669          ,16259     ,17410     ,2721      ,2829      ,2797      ,2632      ,2549      ,2262      ,1787      ,1717      ,1723      ,1994      ,1969      ,1994      ,1991      ,1561      ,1198      ,884       ,1061      
17050          ,11293          ,5728      ,5565      ,1048      ,1049      ,1033      ,921       ,948       ,931       ,679       ,545       ,575       ,632       ,646       ,633       ,538       ,386       ,285       ,224       ,220       
17088          ,10760          ,5389      ,5371      ,975       ,965       ,951       ,864       ,895       ,882       ,640       ,517       ,549       ,607       ,621       ,622       ,541       ,391       ,291       ,227       ,222       
17174          ,51280          ,24538     ,26742     ,4335      ,4418      ,4500      ,4242      ,4202      ,4325      ,3051      ,2862      ,2776      ,3254      ,3176      ,2832      ,2401      ,1702      ,1253      ,936       ,1015      
17272          ,10874          ,5498      ,5376      ,988       ,995       ,984       ,874       ,890       ,860       ,626       ,515       ,559       ,632       ,650       ,635       ,539       ,387       ,286       ,226       ,228       
17380          ,77355          ,38067     ,39288     ,7037      ,6919      ,6789      ,6428      ,6633      ,6872      ,4853      ,4567      ,4601      ,4549      ,4520      ,3813      ,3182      ,2340      ,1621      ,1279      ,1352      
17388          ,5393           ,2727      ,2666      ,487       ,475       ,470       ,430       ,455       ,449       ,322       ,254       ,268       ,297       ,309       ,314       ,276       ,202       ,150       ,117       ,118       
17433          ,23112          ,11647     ,11465     ,2144      ,2106      ,2037      ,2144      ,2008      ,1909      ,1222      ,1157      ,1106      ,1351      ,1281      ,1158      ,1092      ,762       ,636       ,491       ,508       
17442          ,9162           ,4707      ,4455      ,968       ,941       ,928       ,897       ,826       ,763       ,559       ,534       ,580       ,546       ,429       ,356       ,265       ,206       ,155       ,103       ,106       
17444          ,15000          ,7817      ,7183      ,1531      ,1539      ,1479      ,1445      ,1349      ,1132      ,994       ,989       ,1029      ,907       ,707       ,584       ,420       ,322       ,243       ,158       ,172       
17446          ,3396           ,1762      ,1634      ,374       ,359       ,344       ,309       ,293       ,273       ,184       ,164       ,163       ,182       ,178       ,164       ,122       ,96        ,67        ,58        ,66        
17486          ,30740          ,16237     ,14503     ,3167      ,3228      ,3090      ,2852      ,2624      ,2100      ,1642      ,1572      ,1513      ,1673      ,1634      ,1533      ,1192      ,965       ,675       ,583       ,697       
17495          ,6322           ,3281      ,3041      ,710       ,677       ,671       ,618       ,554       ,605       ,414       ,337       ,340       ,319       ,264       ,223       ,181       ,139       ,111       ,77        ,82        
17513          ,11673          ,6043      ,5630      ,1401      ,1435      ,1419      ,1245      ,1095      ,953       ,741       ,614       ,563       ,495       ,413       ,358       ,286       ,219       ,177       ,120       ,139       
